,uoCodigo,uoNome,uoSigla,programaDetalheId,programaCod,programaNome,programaDenominacao,dePublicoAlvo,deEixoAdministrativo,horizonteTemporal,dataInicio,dataFim,deTipoPrograma,justificativa,anoMonitoramento,quadrimestreMonitoramento,TipoDado,Ano,Quadrimestre
211,31001,Secretaria de Estado de Patrimônio e Regularização Fundiária,Sepat,1585,2138,GESTÃO DO PATRIMÔNIO IMOBILIÁRIO,"Gestão do Patrimônio Imobiliário através da regularização dos imóveis Estaduais, referente a escrituras públicas, registro de imóveis, memorial descritivo, fiscalização, demarcação de imóveis estaduais e avaliação e reavaliação através da emissão de Laudo Técnico Rural e Urbano. E atualização cadastral dos seguintes documentos, planta de localização, matrícula no registro de imóveis, valor venal atualizado, cadastro imobiliário, termo de recebimento de obras, entre outras informações que se julguem necessárias. Assim como a padronização de normativas e sistemas de gestão imobiliária.",Unidades que compõem Administração Direta e Indireta do Poder Executivo,Meio Ambiente e Desenvolvimento Territorial,continuo,2024-01-01T00:00:00,,Finalístico,"Gerenciamento do patrimônio estadual e prestação de informação e orientação técnica e normativa aos órgãos e entidades estaduais sobre gestão do patrimônio do Estado.
Fiscalizar, acompanhar a entrega de bens de uso coletivo (imóveis) do Estado de Rondônia, a solicitação de projetos de leis pertinentes a doação bens imóveis de propriedade estaduais.
Realizar relatório de fiscalização do estado atual de cada uma das edificações ou terreno do imóvel para atualização e verificação das condições, guarda, conservação, manutenção e outras que se fizerem necessárias.
A promoção de ações para regularização cartorial dos bens imóveis de propriedade do Estado. 
E a viabilização dos laudos de avaliação mercadológica para alienação, aquisição, locação, doação, permuta, usucapião, desapropriação e o auxilio nos inventários dos imóveis  ocupados pela administração pública.
",2024,1,Programa,2024,1
212,31001,Secretaria de Estado de Patrimônio e Regularização Fundiária,Sepat,1628,1015,GESTÃO ADMINISTRATIVA DO PODER EXECUTIVO,"Garante o funcionamento do Poder Executivo do Estado de Rondônia, no que concerne aos objetivos desta secretaria de Fiscalizar, Monitorar, Avaliar, Gerenciar e Gerir o patrimônio do Estado de Rondônia e Promover a Regularização Fundiária Urbana e Rural.",População do Estado de Rondônia,Gestão Estratégica,continuo,2024-01-01T00:00:00,,Gestão Manutenção e Serviço,"Gerir e Manter o funcionamento da máquina pública diariamente com o máximo de eficácia e qualidade possíveis, afim de atingir os objetivos de desenvolvimento econômico, social, e sustentável do Estado de Rondônia, e assim garantindo a satisfação dos cidadãos Rondonienses com o serviço público local.",2024,1,Programa,2024,1
213,31001,Secretaria de Estado de Patrimônio e Regularização Fundiária,Sepat,1651,2119,MEU IMÓVEL LEGAL,"Promover o processo de regularização fundiária urbana e rural, em áreas públicas ocupadas por população de baixa renda, implementando medidas técnicas, administrativas, jurídicas, sociais e ambientais necessárias a efetivação da regularização fundiária para as atuais e novas áreas de interesse social.",Pessoas de baixa renda,Meio Ambiente e Desenvolvimento Territorial,continuo,2024-01-01T00:00:00,,Finalístico,"O programa visa promover a regularização fundiária de interesse social em áreas urbanas e rurais. A qual tem por foco a legalização e a inserção da propriedade e da posse na estrutura regular das cidades. Considerando que a regularização fundiária consiste em medidas jurídicas, urbanísticas, ambientais e sociais que visam à regularização de assentamentos irregulares e à titulação de seus ocupantes, de modo a garantir o direito social à moradia, o pleno desenvolvimento das funções sociais da propriedade urbana e rural e o direito ao meio ambiente ecologicamente equilibrado. Considerando que a regularização e legitimação da posse de um imóvel urbano e rural é condição essencial para estabelecer a segurança jurídica nas relações de propriedade e que o georreferenciamento é o trabalho técnico que delimita, com segurança, a extensão de uma propriedade. 
O Programa Meu imóvel Legal, tem como plano de governo, a regularização de 36 mil imóveis urbanos, a serem realizados nos municípios conveniados, em núcleos urbanos consolidados.",2024,1,Programa,2024,1
214,31001,Secretaria de Estado de Patrimônio e Regularização Fundiária,Sepat,1655,2160,GEORREFERENCIAMENTO, Georreferenciar imóveis urbanos e rurais e imóveis pertencentes ao patrimônio imobiliário do Estado de Rondônia.,"Órgãos da administração direta e indireta do executivo estadual, prefeituras municipais e entidades da sociedade civil organizada",Meio Ambiente e Desenvolvimento Territorial,continuo,2024-01-01T00:00:00,,Finalístico,"O georreferenciamento é a primeira etapa no processo de regularização fundiária que visa a titulação urbana e rural, bem como a demarcação, regularização e transferência ao Estado, dos imóveis do Patrimônio Estadual.",2024,1,Programa,2024,1
215,31010,Fundo Especial de Regularização Fundiária Urbana e Rural do Estado de Rondônia,FRFUR,1575,2161,REALIZAR ALIENAÇÃO DE BENS,Promover a Alienação de Bens Móveis e Imóveis do Estado de Rondônia.,População do Estado de Rondônia,Gestão Estratégica,continuo,2024-01-01T00:00:00,,Finalístico,"Realizar arrecadação financeira através do desfazimento de bens ociosos, por meio de: Leilão ou Concorrência.",2024,1,Programa,2024,1
216,31010,Fundo Especial de Regularização Fundiária Urbana e Rural do Estado de Rondônia,FRFUR,1675,2129,PROGRAMA ESTADUAL DE REGULARIZAÇÃO FUNDIÁRIA,"Promover a regularização fundiária urbana e rural para ampliação do acesso à terra bem como de redução da pobreza, alavancar o desenvolvimento econômico e social das cidades e das comunidades rurais envolvidas.","População de Baixa Renda,  ocupante de boa fé em áreas do Estado de Rondônia.",Meio Ambiente e Desenvolvimento Territorial,continuo,2024-01-01T00:00:00,,Finalístico,"A Regularização Fundiária é uma obrigação do Poder Público, que deve implementá-la para atender ao preceito constitucional de garantir a função social da propriedade, visando diminuir a exclusão territorial, ampliando o acesso aos bens e serviços, como também viabilizar o direito fundamental e direito humano de acesso à moradia e ao uso social da terra produtiva.
Por outro lado, no tocante as políticas públicas de regularização fundiária urbana e rural, o Programa Estadual de Regularização Fundiária, disciplina importante instrumento para viabilização das ações de regularização fundiária voltado a pequenos posseiros de baixa renda, da cidade ou do campo, que, por causa de insegurança dominial sobre os imóveis que ocupam, convivem com conflitos pelo uso e posse da terra e com sérios obstáculos para o desenvolvimento social e econômico de suas comunidades. Tem como principal finalidade a destinação de recursos aos programas de regularização fundiária urbana e rural, que garantam o acesso da população à terra urbanizada, através de medidas jurídicas, urbanísticas, ambientais e sociais, destinadas à incorporação dos núcleos urbanos informais ao ordenamento territorial urbano e a titulação de seus ocupantes, o desenvolvimento socioeconômico de pequenos agricultores e o fortalecimento da produção e a geração de emprego e renda no campo, legitimando suas posses, respectivamente.",2024,1,Programa,2024,1
217,32001,"Secretaria de Estado da Juventude, Cultura, Esporte e Lazer",Sejucel,1636,1015,GESTÃO ADMINISTRATIVA DO PODER EXECUTIVO,"Prover a Unidade de recursos orçamentários e financeiros para atender as atividades administrativas, com aquisição de bens e serviços,
gestão de pessoal, Operações Especiais e outras, de natureza administrativa, classificadas como despesas correntes e de capital.",Unidades orçamentárias do Poder Executivo,Cidadania,continuo,2024-01-01T00:00:00,,Gestão Manutenção e Serviço,"Desenvolver atividades-meios para o bom desenvolvimento das funções operacionais, fins da Unidade para qual foi criada por lei visando a eficiência e eficácia das politicas públicas do poder executivo ",2024,1,Programa,2024,1
218,32001,"Secretaria de Estado da Juventude, Cultura, Esporte e Lazer",Sejucel,1637,2143,PRESERVAÇÃO DO PATRIMÔNIO HISTÓRICO CULTURAL E IMATERIAL DE RONDÔNIA,"Preservar o patrimonio histórico e cultural do Estado, promovendo açoes para o desenvolvimento cultural com difusão, manutenção e preservação da cultura contribuindo para o desenvolvimento humano da população.",População do Estado de Rondônia,Cidadania,continuo,2024-01-01T00:00:00,,Finalístico,"Aplicação de recurso financeiro advindo do Estado de Rondônia, conforme disposto de lei de n° 965 de 20.12.2017 que atribui a superintendência estadual da juventude, cultura, Esporte e lazer - SEJUCEL, desenvolver ações de promoção, difusão e orientação das atividades culturais, em todas as formas e manifestações, bem como preservar o patrimônio histórico e cultural do Estado.",2024,1,Programa,2024,1
219,32001,"Secretaria de Estado da Juventude, Cultura, Esporte e Lazer",Sejucel,1639,2094,DESENVOLVIMENTO DO DESPORTO E LAZER,"O desporto e lazer em Rondônia busca promover a saúde, bem-estar e inclusão social da população, estimulando a prática de atividades físicas, esportivas e culturais. O governo investe na construção de infraestruturas adequadas, apoia a formação de atletas e equipes locais, além de incentivar a realização de eventos esportivos e culturais, fortalecendo a identidade do estado e impulsionando o turismo esportivo. Essas iniciativas visam criar uma sociedade mais saudável, coesa e com oportunidades de lazer para todos os cidadãos.",População do Estado de Rondônia,Cidadania,continuo,2024-01-01T00:00:00,,Finalístico,"O desenvolvimento do desporto e lazer em Rondônia é uma estratégia fundamental para o governo promover a melhoria da qualidade de vida de sua população. Ao investir nessas áreas, o governo estará incentivando a prática de atividades físicas, o que contribui para a redução dos índices de doenças crônicas e do sedentarismo, resultando em uma população mais saudável e produtiva. É uma forma de inclusão social, para crianças, jovens e grupos vulneráveis, favorecendo a construção de valores como respeito, trabalho em equipe e disciplina. Outro ponto relevante é o potencial econômico dessas atividades, impulsionando o turismo esportivo e gerando empregos diretos e indiretos em diversos setores. Com infraestrutura adequada e apoio ao desenvolvimento esportivo, Rondônia pode atrair eventos esportivos regionais.",2024,1,Programa,2024,1
220,32001,"Secretaria de Estado da Juventude, Cultura, Esporte e Lazer",Sejucel,1686,2010,DESENVOLVIMENTO SOCIAL DA JUVENTUDE,Desenvolvimento Social da Juventude,"Familias, crianças, adolescentes e jovens carentes",Cidadania,continuo,2024-01-01T00:00:00,,Finalístico,"Necessidade de promover, fomentar e valorizar políticas públicas voltadas ao desenvolvimento social da juventude do Estado de Rondônia.",2024,1,Programa,2024,1
221,32001,"Secretaria de Estado da Juventude, Cultura, Esporte e Lazer",Sejucel,1687,2093,DESENVOLVIMENTO CULTURAL,"Formular e fomentar políticas públicas, projetos e ações que promovam a cidadania por meio da cultura.",SOCIEDADE DE RONDÔNIA,Cidadania,continuo,2024-01-01T00:00:00,,Finalístico,"O programa fundamenta-se na concepção de cultura articulada em três dimensões: simbólica, cidadã e econômica. A dimensão simbólica aborda o aspecto da cultura que considera que todos os seres humanos têm a capacidade de criar símbolos que se expressam em práticas culturais diversas como idiomas, costumes, culinária, modos de se vestir, crenças, criações tecnológicas e arquitetônicas, bem como nas linguagens artísticas: teatro, música, artes visuais, dança, literatura, circo, entre outros. Em relação a dimensão cidadã considera-se o aspecto em que a cultura é entendida como um direito básico do cidadão. Assim, é preciso garantir que os rondonienses participem mais da vida cultural, criando e tendo mais acesso a livros, espetáculos de dança, teatro e circo, exposições visuais, filmes regionais e nacionais, apresentações musicais, expressões populares e ao Patrimônio Cultural material e imaterial do Estado de Rondônia. Na dimensão econômica, foca-se o Programa no aspecto da cultura como vetor econômico. A cultura como um lugar de inovação e expressão da criatividade rondoniense contribuindo para a construção de um cenário de desenvolvimento econômico, socialmente justo e sustentável. ",2024,1,Programa,2024,1
222,32012,Fundo de Desenvolvimento dos Desportos,Funder,1671,2094,DESENVOLVIMENTO DO DESPORTO E LAZER,"Desencadeamento de múltiplas ações esportivas coordenadas e supervisionadas pela SEJUCEL; apoio as entidades desportivas com a fomentação do esporte nos municípios, concessão de passagens aéreas para atendimento a atletas olímpicos e paraolímpicos. Promoção de atividades recreativas e de lazer, modernização dos espaços esportivos e realização de cursos básicos de arbitragem na qualificação da população rondoniense.","Profissionais do desporto, entidades de práticas e de administração do desporto, atletas e comunidade em geral",Cidadania,continuo,2024-01-01T00:00:00,,Finalístico,"Proporcionar atividades desportivas e de lazer a população, promovendo o desporto de rendimento com a realização de eventos esportivos e lazer no atendimento aos 52 (cinquenta e dois) municípios do estado de Rondônia como: Programa Bolsa-Atleta que tem o objetivo de formar uma geração de atletas com potencial de melhorar e aperfeiçoar sua performance esportiva. Esporte de participação buscando promover o fomento da modalidade em todas as suas manifestações. Capacitar e aperfeiçoamento dos gestores municipais, agentes e comunidade através de cursos que possam contribuir para o aumento da credibilidade destes profissionais junto a sociedade. Visa a construção, reforma, ampliação e manutenção dos espaços esportivos é de lazer de responsabilidade da Superintendência e ou através de convênios com as prefeituras e termo de fomento com as entidades, proporcionando qualidade de vida, conforto e segurança, garantindo melhor qualidade de vida e população rondoniense",2024,1,Programa,2024,1
